"courseCode","courseName","courseCredit","courseCategory","courseAvailability","descriptions","created_at","updated_at"
"LMCZ4312","PENGURUSAN TEKNIKAL I","2","C6","","Kursus ini memberi pengetahuan asas berhubung dengan seni pentas dalam seni lakon khususnya mengenai Dekorasi Pentas, Bunyi dan Tata Cahaya.Kursus ini menumpukan penguasaan teknik-teknik asas didalam pengendalian dekorasi pentas, bunyi dan tatacahaya dalam persembahan kesenian khususnya pementasan teater n menumpukan penguasaan aspekaspek asas seperti vokal, fizikal, pergerakan, dan pengucapan dengan menggunakan adegan-adegan pendek dari naskhah pilihan. Kursus ini akhirnya dapat meningkatkan kefahaman tentang pengurusan teknikal amnya bagi memberi khidmat seni kepada masyarakat. Kursus ini dikendalikan secara teori dan praktikal/amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ4322","PENGURUSAN TEKNIKAL II","2","C4","","Kursus ini memberi pengetahuan yang lebih mendalam berhubung dengan seni pentas dalam seni lakon khususnya mengenai Dekorasi Pentas, Bunyi dan Tata Cahaya. Kursus ini menumpukan penguasaan teknik-teknik didalam pengendalian dekorasi pentas, bunyi dan tatacahaya dalam persembahan kesenian khususnya pementasan teater. Kursus ini akhirnya dapat meningkatkan kemahiran pelajar dari aspek persembahan secara amnya. Kursus ini dikendalikan secara teori dan praktikal/amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ4412","SENI SILAP MATA I","2","C6","","Kursus ini memberi pengetahuan tentang sejarah dan perkembangan Seni Silap mata. Kursus ini menumpukan penguasaan teknik asas, pergerakan tangan dan bahasa badan. Kursus ini akhirnya dapat meningkatkan kefahaman tentang Seni Silap mata Jalanan, Seni Silap mata rapat dengan penonton dan juga seni silap mata Pentas. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCZ4422","SENI SILAP MATA II","2","C5","","Kursus ini memberi pengetahuan tentang perkembangan Seni Silap Mata. Kursus ini menumpukan penguasaan teknik asas, pergerakan tangan dan bahasa badan. Kursus ini akhirnya dapat meningkatkan kefahaman tentang Seni Silap Mata Jalanan, Seni Silap Mata rapat dengan penonton dan juga Seni Silap Mata Pentas. Kursus ini dikendalikan secara teori dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMDD1102","EKSPLORASI GLOBAL","2","C1","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMDD1402","REKA BENTUK PLASTER GIGI","2","C4","","Kursus ini bertujuan memperkenalkan kepada para pelajar mengenai konsep, teori dan kemahiran kerja tangan yang digunakan dalam bidang pergigian. Melalui kursus ini, pelajar-pelajar (termasuk pelajar bukan dari bidang pergigian) akan diperkenalkan kepada perkara-perkara asas mengenai kemahiran kerja tangan dan juga penggunaan bahan plaster bagi menghasilkan hasil seni kreatif. Pengajaran dan pembelajaran akan dibuat melalui latihan praktikal dan penghasilan hasil seni yang akan diterangkan oleh pelajar. Hasil akhir projek adalah hasil ciptaan kreativiti pelajar yang akan diletakkan dalam pameran hasil seni pelajar yang dianjurkan secara berkumpulan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMDD1412","SENI LUKISAN PERGIGIAN","2","C4","","Kursus ini bertujuan memperkenalkan kepada para pelajar mengenai konsep, teori dan kemahiran seni lukisan yang digunakan dalam bidang pergigian. Melalui kursus ini, pelajar-pelajar (termasuk pelajar bukan dari bidang pergigian) akan diperkenalkan kepada perkara-perkara asas mengenai struktur pergigian dan mengaplikasikan elemen kreativiti bagi menghasilkan hasil seni lukisan. Pengajaran dan pembelajaran akan dibuat melalui latihan praktikal dan penghasilan hasil seni lukisan yang akan diterangkan oleh pelajar. Hasil akhir projek adalah hasil lukisan struktur pergigian yang akan dipamerkan semasa pameran seni yang dianjurkan secara berkumpulan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMDD1422","SENI KRAF PERGIGIAN","2","C4","","Kursus ini bertujuan memperkenalkan kepada para pelajar mengenai konsep, teori dan kemahiran kerja tangan yang digunakan dalam bidang pergigian. Melalui kursus ini, pelajar-pelajar (termasuk pelajar bukan dari bidang pergigian) akan diperkenalkan kepada perkara-perkara asas mengenai kemahiran kerja tangan dan juga pelbagai bahan-bahan yang boleh digunakan bagi menghasilkan bahan-bahan seni dan kraf. Pengajaran dan pembelajaran akan dibuat melalui latihan praktikal dan penghasilan hasil seni yang akan diterangkan oleh pelajar. Hasil akhir projek adalah hasil ciptaan kreativiti pelajar yang akan diletakkan dalam pameran hasil seni pelajar yang dianjurkan secara berkumpulan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMDD1602","KESIHATAN MENGIKUT SYARIAH","2","C6","","Kursus ini bertujuan memperkenalkan kepada para pelajar mengenai tujuan dan peranan penjagaan kesihatan sebagai salah satu tuntutan syariah Islam. Pelajar akan didedahkan mengenai metodologi asas dan kaedah yang digunakan oleh para mujtahid dalam isu fiqh perubatan dan pergigian. Perkara-perkara yang mendasari maqasid syariah juga akan diterangkan dan dikaitkan dengan isu kesihatan kontemporari seperti penggunaan bahan atau ubat-ubatan mengandungi kekotoran (impurities), membuat keputusan berkaitan nyawa, keturunan dan mendapatkan rawatan bersifat kosmetik/ estetik. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk kuliah interaktif, kajian perpustakaan, pembelajaran berasaskan kes, dan role play.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMDD2602","PENGURUSAN RAWATAN AKAR GIGI","2","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMEP1412","ASAS KEWANGAN PERIBADI","2","C4","","Kursus ini bertujuan bagi membangunkan jati diri pelajar UKM dalam mengurus kewangan ke arah mencapai matlamat dan objektif kewangan peribadi. Ini termasuk perancangan kewangan yang betul, memahami produk atau perkhidmatan kewangan yang ditawarkan oleh institusi kewangan, mengurus hutang dan tabungan, dan langkah menangani ketidaktentuan kewangan dalam kehidupan. Kursus ini juga memberi kesedaran berkaitan keperluan kewangan asas dalam memulakan kehidupan berkerjaya seperti membeli kenderaan, rumah dan memulakan keluarga sendiri. Secara amnya, tanda-tanda kesulitan yang boleh membawa kepada masalah kewangan dapat dikenal pasti dan pilihan untuk menangani masalah kewangan juga dapat dikenal pasti.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMEP1422","ASAS ANALISIS LAPORAN TAHUNAN SYARIKAT","2","C4","","Kursus ini bertujuan untuk membina kemahiran menganalisis maklumat untuk tujuan pembuatan keputusan perniagaan. Pelajar akan didedahkan untuk membaca, dan memahami maklumat yang dilaporkan dalam laporan tahunan syarikatsyarikat tersenarai di Bursa Malaysia. Kursus ini memberi pendedahan kepada pelajar untuk memahami maklumat berkaitan aset, liabiliti, dan ekuiti yang dimiliki oleh syarikat. Secara amnya kursus ini memberi penekanan kepada kaedah analisis tren, nisbah-nisbah kewangan dan analisis prestasi kewangan. Seterusnya kursus ini mendedahkan pelajar kepada proses mentafsir hasil analisis yang dilaksanakan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMEP1432","ASAS PELABURAN SAHAM","2","C4","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMEP1612","PERANCANGAN EKONOMI KELUARGA","2","C6","","Kursus ini bertujuan memperkenalkan kepada pelajar konsep, teori dan amalan ekonomi keluarga bagi meningkatkan kebajikan dan kesejahteraan mereka. Ia meliputi aspek penggunaan, hutang, tabungan, peruntukan masa dan penjanaan kekayaan sesebuah keluarga. Topik asas dalam kursus ini meliputi bagaimana memilih corak penggunaan yang optimum, bagaimana mengurus kewangan dengan baik, pengurusan hutang dan tabungan keluarga. Di samping itu, perbincangan tentang peruntukan masa yang optimum antara pelbagai aktiviti termasuklah aktiviti di rumah dan aktiviti di pasaran turut dibincangkan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk perkongsian pengalaman, pembelajaran berdasarkan masalah dan pembelajaran berpaksikan hasilan. Pelajar akan didedahkan dengan pengalaman membentuk borang soalselidik, temubual responden dan membentang hasil kajian.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMFF1512","SIASATAN JENAYAH MELALUI KAEDAH SAINTIFIK","2","C5","","Melalui kursus ini, pelajar akan didedahkan dengan pengetahuan sains forensik dalam menyelesaikan kes siasatan jenayah. Pada tempat kejadian jenayah biasanya akan terdapat item kecil yang memberi bukti fizikal seperti rambut, cecair tubuh (darah atau air mani), fiber dari pakaian atau permaidani, atau serpihan kaca yang boleh memberi gambaran apa yang telah berlaku. Ini adalah “trace evidence” Teknik molekul biologi akan digunakan untuk menganalisis DNA mangsa dan penceroboh yang disyaki. Kursus ini juga mengajar pelajar bagaimana semangat kerja berpasukan (saintis, polis, saksi) dapat menyelesaikan kes jenayah untuk menghukum yang bersalah dan membela yang benar, amalan murni masyarakat yang aman damai. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk kuliah, pembelajaran berasaskan masalah, dan amali.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMFF1522","PENDEKATAN SATU KESIHATAN DAN PENYAKIT ZOONOSIS","2","C5","","Kursus ini bertujuan bagi membangunkan kebolehan diri pelajar mengaplikasikan One Health Approach semasa pengendalian kes-kes zoonosis. Melalui kursus ini, pelajar akan didedahkan dengan pengetahuan teori di dalam kelas yang memberi tumpuan kepada empat elemen utama yang berinteraksi iaitu manusia, persekitaran, haiwan dan agen; tujuh kompetensi teras dan mengaplikasi teras tersebut dalam kajian kes yang dipilih. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk pengalaman pembelajaran, pembelajaran berasaskan kes senario, lawatan ke pusat penyembelihan lembu, dan makmal (i.e. makmal kesihatan awam dan makmal veterinar).","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMFF1532","SEL STEM DAN ANDA","2","C5","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMFF1542","TERAPI PERUBATAN REGENERATIF","2","C5","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMFF1602","PARASIT DAN VEKTOR: TINJAUAN KOMUNITI ORANG A","2","C6","","Kursus ini bertujuan memperkenalkan kepada para pelajar mengenai konsep dan teori umum mengenai jangkitan parasit dan vektor di kalangan komuniti Orang Asli di Malaysia. Pelajar akan didedahkan mengenai isu berkaitan kesihatan khususnya jangkitan parasit dan penyakit bawaan vektor yang endemik dalam komuniti ini. Selain itu, tumpuan khusus akan diberikan mengenai kaedah umum pengurusan jangkitan parasit dan penyakit bawaan vektor. Pelajar perlu berupaya untuk menguruskan kerja lapangan dan bekerja sebagai satu pasukan. Mereka juga perlu menunjukkan pemahaman teori umum dengan mengaplikasikan pengetahuan berkaitan semasa di lapangan. Secara keseluruhannya, pendedahan mengenai kursus ini dilihat dari perspektif pengetahuan umum mengenai jangkitan parasit dan vektor dan implikasinya terhadap komuniti Orang Asli di Malaysia. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk kuliah interaktif, tugasan berasaskan isu semasa, dan kerja berpasukan di lapangan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMFF1612","ASAS KESELAMATAN DAN RISIKO TEMPAT KERJA","2","C6","","Kursus ini melatih pelajar mengenalpasti bahaya (hazad) dan risiko yang terdapat di tempat kerja. Pelajar boleh mencadangkan kaedah-kaedah kawalan dan pencegahan risiko bahaya yang mereka kenalpasti di tempat kerja tersebut. Kemahiran ini boleh digunakan oleh pelajar untuk memastikan mereka dan pekerja lain selamat dan sihat apabila mereka menjadi pekerja nanti. Pelajar diberi pengetahuan untuk mengenalpasti jenis-jenis bahaya yang ada di tempat kerja saperti bahaya biologi, kimia, fizik, ergonomik, psikososial dan keselamatan. Pengiraan risiko relatif, penarafan risiko dan prinsip pencegahan bahaya mengikut tahap risiko akan diajar kepada pelajar. Pelajar dikehendaki melawat tempat kerja yang diminati untuk bekerja dan melakukan praktikal dalam mengenalpasti hazad dan mengira nilai risiko bahaya tersebut dan mencadangkan kaedah pencegahannya.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMFF1622","PENJAGAAN KULIT WAJAH","2","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMGG1202","USUL, SEDIA, BENTANG! PEMBENTANGAN PERSIDANGA","2","C2","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMGG1212","PENGAJARAN SHAKESPEARE","2","C2","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMGG1402","INOVASI KURIKULUM","2","C4","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMGG1412","ETIKA KEPIMPINAN DAN KEUSAHAWANAN","2","C4","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMGG1422","KEMAHIRAN ANALISIS PERNIAGAAN","2","C4","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMJJ1502","DNA UNTUK KEMASYARAKATAN","2","C5","","Kursus ini bertujuan untuk memperkenalkan pelajar kepada prinsip asas, teknologi dan aplikasi DNA dalam bidang perubatan molekul. Pelajar akan didedahkan kepada faedah, risiko, penerimaan masyarakat, isu etika dan pengawalan aplikasi DNA dalam perubatan. Kursus ini turut meliputi perbincangan mengenai isu-isu moral, etika dan perspektif agama serta implikasinya dalam menangani isu-isu berkaitan aplikasi DNA. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk Pembelajaran Berasaskan Masalah dan Pembelajaran Berasaskan Pengalaman melalui kuliah dan seminar interaktif serta demonstrasi makmal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMJS1502","GEOPARK GLOBAL - MODEL PEMBANGUNAN LESTARI WILAYAH","2","C5","","Gagasan Pembangunan Geopark Global telah diperkenalkan oleh UNESCO pada tahun 2004 sebagai satu model perlaksanaan Pembangunan Lestari Wilayah. Secara umum, geopark ialah sebuah wilayah yang memiliki tapak dan landskap geologi bernilai antarabangsa dan diurus secara holistik dengan mengambilkira kepentingan pemuliharaan, pendidikan dan pembangunan lestari. Pada masa ini, sebanyak 120 wilayah di 33 negara telah memiliki Geopark Global UNESCO. Langkawi menjadi Geopark Global pada tahun 2007, pertama di Malaysia dan Asia Tenggara. Objektif kursus ini adalah untuk memperkenalkan kepada pelajar mengenai konsep, komponen penting pembangunan geopark, pemuliharaan bersepadu warisan tabii dan budaya, pembangunan komuniti, pendidikan dan geopelancongan dalam geopark. Pelajar juga akan didedahkan kepada isu-isu semasa pemuliharaan warisan bersepadu dalam pembangunan geopark. Pengajaran dan pembelajaran akan dilakukan berdasarkan Pembelajaran Secara Permasalahan dan Pengalaman.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMJS1512","PENGURANGAN RISIKO BENCANA KE ARAH MEMBINA D","2","C5","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMJS1522","VISUALISASI ANALITIK UNTUK BIOINFORMATIK","2","C3","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMKK1502","PENEROKAAN DUNIA DENGAN SATELIT UNTUK MASYARAKAT","2","C5","","Kursus ini akan menggambarkan, bidang yang berkembang pesat dalam penerokaan satelit untuk ruang komunikasi bagi dunia yang lebih baik. Kursus ini akan menangani bukan sahaja teknologi sistem tetapi juga mengkaji dinamik pasaran, standard teknikal dan kekangan peraturan. Kursus ini akan menjadi pelbagai disiplin yang akan meliputi secara mendalam dalam bidang penerokaan satelit, pemerhatian Bumi, penderiaan jauh, navigasi satelit, sistem maklumat geografi, dan sistem meteorologi geosynchronous. Ia meliputi amalan semasa dan reka bentuk serta konsep maju dan sistem masa depan. Ia menyediakan analisis perbandingan teknologi biasa dan unsur-unsur reka bentuk untuk satelit. Aspek-aspek ini biasa ditangani dalam cara yang bersepadu untuk menjelaskan bagaimana semua sistem ruang ini mempunyai ciri-ciri reka bentuk yang sama, tetapi juga mempunyai pakej permohonan agak khusus untuk menjalankan pelbagai misi mereka.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMKK1512","SAINS DAN KECANTIKAN","2","C5","","Wanita dan kecantikan tidak boleh dipisahkan. Namun, longgokan produk kecantikan masa kini yang banyak mengandunigi bahan kimia yang merbahaya, seperti mercuri mendedahkan pengguna kepada risiko kanser. Kursus ini bertujuan untuk memberi kesedaran kepada masyarakat khasnya wanita tentang bahan alternatif yang selamat digunakan sebagai bahan asas panjagaan kecantikan. Kursus ini berpaksikan pelajar di mana penyampaian ilmu melalui ceramah dan bengkel amali. Pelajar akan didedahkan dan dilatih dalam menggunakan bahan organik bagi penghasilan bahan kecantiakn secara betul dan selamat","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMKK1522","BERNIAGA TANPA MODAL","2","C4","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMNF1402","ASAS PENGURUSAN PROGRAM MOBILITI","2","C4","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMNN1402","KHIDMAT BAKTI DI KOMUNITI SEKOLAH","2","C4","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMOO1102","KOMUNITI ASEAN","2","C1","","Kursus ini membincangkan peranan dan perkembangan ASEAN sebagai sebuah pertubuhan serantau di Asia Tenggara. Turut dihuraikan ialah isu dan cabaran yang dihadapi ASEAN dalam melaksanakan tanggungjawabnya. Untuk memberikan kefahaman yang menyeluruh mengenai ASEAN, kursus ini dibahagikan kepada lima tema utama iaitu latarbelakang ASEAN, komuniti politik-keselamatan ASEAN, komuniti ekonomi ASEAN, komuniti sosio-budaya ASEAN dan ASEAN dalam konteks global.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMOO1202","HOLA! : EKSPLORASI BUDAYA LATIN AMERIKA","2","C2","","Kursus ini bertujuan untuk memberi pengenalan umum tentang kepelbagaian budaya dan linguistik di rantau Amerika Latin. Kursus ini memberi tumpuan kepada topik berkenaan dengan budaya, bahasa (Sepanyol dan Portugis), politik, kesenian, budaya pop (popular culture), kesusasteraan, gastronomi dan isu-isu semasa yang dihadapi oleh negara-negara Amerika Latin. Pada akhir kursus pelajar akan mendapat peningkatan tahap literasi budaya Amerika Latin secara umumnya.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMOO1212","VIVA! : PENGENALAN KEPADA BAHASA DAN BUDAYA PORTUGIS","2","C2","","Kursus ini bertujuan memperkenalkan bahasa Portugis dan budaya negara Portugal serta bangsa-bangsa yang menggunakan bahasa Portugis. Kursus ini berfokus kepada literasi budaya dan komunikasi lisan secara praktikal. Pada akhir kursus ini, pelajar dijangka dapat mengenalpasti aspek-aspek berkenaan dengan sejarah dan sosio-budaya negara Portugal, menggunakan pelbagai kosa kata/ungkapan dalam bahasa Portugis untuk berkomunikasi, serta menghayati tradisi budaya Portugis.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMOO1222","BIENVENIDOS! : INILAH VENEZUELA","2","C2","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMOO1232","VIVA! : PENGENALAN BAHASA DAN BUDAYA PORTUGIS","2","C2","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMPP1102","ETIKA DAN KEROHANIAN DALAM KAUNSELING","2","C1","","Kursus ini bertujuan memperkenalkan kepada pelajar mengenai kepentingan nilai agama dalam etika dan terapi kaunseling dan hubungan antara kaunseling dengan tanggungjawab agama. Terdapat tiga topik utama yang dibincang dalam kursus ini iatu hubungan antara konsep dan teori tentang etika dan terapi kerohanian dalam kaunseling, sifat kaunselor profesional yang beretika dan terapeutik, serta konsep etika dan terapi kerohanian dalam kaunseling untuk masyarakat pelbagai budaya. Kursus ini berupaya membimbing pelajar untuk mengenal pasti masalah sosial dalam masyarakat dan mencari jalan penyelesaian melalui pengalaman pembelajaran, Pembelajaran Berasaskan Masalah dan penyelidikan di lapangan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMPP1112","ETIKA KERJA DAN BISNES DALAM ISLAM","2","C","","Kursus ini bertujuan memperkenalkan kepada para pelajar mengenai konsep dan prinsip etika kerja dan perniagaan dalam Islam. Antara tema-tema asas yang diperkenalkan adalah seperti takrif dan peranan etika (akhlaq) dalam Islam, konsep dan kepentingan pekerjaan (‘amal), terutama dalam bidang perniagaan (tijarah), bidang-bidang perniagaan yang halal dan haram, pendekatan Islam terhadap harta (al-mal), serta agihan harta kekayaan (infaq) kepada masyarakat melalui pelbagai institusi Islam seperti zakat, sadekah dan nafkah. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk pengalaman pembelajaran, pembelajaran berasaskan masalah dan pembentangan tugasan bertulis.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMRA1502","TEKNOLOGI SEL FUEL","2","C5","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMRA1512","TENAGA, MANUSIA DAN ALAM SEKITAR","2","C5","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMRB1502","BIOTEKNOLOGI HERBA DALAM KEHIDUPAN","2","C5","","Era bioteknologi telah membawa perkembangan dan kemajuan yang pesat dalam pelbagai bidang industri di Malaysia dan seluruh dunia, perkembangan ini termasuk pembangunan produk-produk kesihatan yang berasaskan herba. Perkembangan bioteknologi yang eksponen yang mana orang ramai bertanggapan ilmu dalam bidang bioteknologi adalah kompleks dan sukar difahami, menyebabkan banyak isu-isu kontroversi mengenai hasil produk bioteknologi. Kursus ini bertujuan memperkenalkan pelajar kepada teknik-teknik asas bioteknology, dan applikasi serta faedahnya dalam pembangunan produk-produk herba. Penerimaan masyarakat, isu etika dan pengawalan produk-produk herba akan turut dibincangkan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk Pembelajaran Berasaskan Masalah dan Pembelajaran Berasaskan Pengalaman.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMRB1512","ISU DAN KEGUNAAN ORGANISMA DIUBAHSUAI GENETIK","2","C5","","Bioteknologi telah memainkan peranan yang besar dalam meningkatkan kualiti kehidupan manusia sejagat. Teknologi kejuruteraan genetik merupakan sebagai salah satu pemangkin dalam pembangunan bioteknologi moden. Namun, terdapat stigma daripada masyarakat umum mengenai faedah dan kesan pengenalan teknologi ini terutamanya mengenai organisma terubah usai genetik (GMO). Kini, banyak penemuan baru telah diperoleh melalui bioteknologi terutamanya untuk peningkatan kesihatan dan kelestarian. Oleh itu, kursus ini bertujuan untuk menyampaikan konsep, peranan dan kepentingan bioteknologi kepada pembangunan sosio-ekonomi dan kelestarian alam sekitar. Penekanan akan diberikan mengenai kegunaan GMO dalam meningkatkan mutu kehidupan manusia dan isu-isu berkaitan GMO akan dibincangkan mengikut perspektif sosial, ekonomi dan akademik. Topik khas seperti etika dan peraturan biokeselamatan berkenaan kejuruteraan genetik dan GMO akan juga dibincangkan dalam kursus ini. Pelajar juga ditekankan untuk mencari dan memberi idea mengenai penggunaan bioteknologi dalam menangani isu-isu tempatan atau global berasaskan pelaksanaan Pembelajaran Berasaskan Masalah dan Pembelajaran Berasaskan Pengalaman.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMRE1102","ISU KONTEMPORARI HAK ASASI MANUSIA","2","C1","","Kursus ini bertajuk “ Isu-isu kontemporari Hak Asasi Manusia di Malaysia” akan memperkenalkan pelajar kepada keduadua standard hak asasi manusia global berdasarkan status Pertubuhan Bangsa-Bangsa Bersatu (deklarasi & konvensyen) dan juga perlindungan hak asasi manusia mengikut Perlembagaan Persekutuan. Kursus ini juga mengandungi kajian secara kritis berkaitan isu semasa mengenai pelanggaran dan penyalahgunaan termasuklah apa yang sedang dilakukan bagi menangani hal ini menerusi Suruhanjaya Hak Asasi Manusia Malaysia (SUHAKAM). Pelajar juga akan memperoleh pendedahan dan interaksi dengan SUHAKAM dan semua organisasi masyarakat awam berkaitan yang bertanggungjawab terhadap hak-hak asasi manusia di Malaysia.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMRE1602","PENGENALAN APRESIASI SENI","2","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMRH1502","SAINS, MASYARAKAT DAN AGAMA","2","C5","","Kursus ini mendedahkan para pelajar kepada hubungan antara agama dan sains dalam pengalaman Barat memang tidak pernah aman, meskipun vakuum agama sudah mula dirasai oleh komuniti sains mereka dewasa ini. Mereka akan didedahkan kepada sebaliknya juga dalam Tamadun Islam, iaitu ketika belahan Barat masih lena lagi, hubungan antara agama dan sains berlangsung dengan suasana yang cukup harmonis dan murni sekali. Tidak pernah ada peristiwa dimana ilmuan Islam yang dibakar hidup-hidup seperti Giordano Bruno atau dipenjarakan seperti Galileo Galilei. Dengan cara ini, mereka dijangka dapat memahami konsep kesepaduan sains dan agama dan peranannya dalam kesejahteraan manusia sejagat. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk forum dan pembelajaran berasaskan masalah.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMRR1502","TEKNOLOGI FOTONIK UNTUK KESEJAHTERAAN MASYARAKAT","2","C5","","Fotonik berkaitan dengan interaksi cahaya dengan jirim pada mikro dan / atau nano skala. Interaksi mikron-skala umumnya terlibat dalam komunikasi optik dan aplikasi sensing. Sebaliknya, interaksi nanoscaled adalah lebih berguna dalam merealisasikan sensor dan penyerap tenaga. Kursus ini diapungkan yang dimaksudkan untuk pelajar baru yang tidak mempunyai latar belakang penting dalam subjek. Ia tawaran pertama dengan asas-asas yang fotonik di mana faedah yang boleh dihasilkan dalam pemula. Selepas suatu jenis penghantaran konsep, tema dan prinsip sedikit tahap yang lebih maju akan disentuh. Pada dasarnya mereka akan lebih cenderung ke arah aplikasi prinsip di kawasan-kawasan yang dinyatakan di atas aplikasi. Ini akan menjadikan pemula untuk memahami kepentingan subjek dalam banyak bidang serba boleh. Ia dijangka bahawa, selepas selesai kursus ini, penonton akan dapat memahami kepentingan fotonik dalam senario teknologi hari kini.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
